"Name","Event Type","Description","Contact URL","Booking URL","Contact Phone Number","Booking Phone Number","Venue Name","Address","County","Latitude","Longitude","Is Free To Visit","Price","Start Date","End Date","Start Time","End Time","Recurring Dates"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","27/10/2024","27/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","26/10/2024","26/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","25/10/2024","25/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","28/10/2024","28/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","31/10/2024","31/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","30/10/2024","30/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","29/10/2024","29/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","20/10/2024","20/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","19/10/2024","19/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","18/10/2024","18/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","21/10/2024","21/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","24/10/2024","24/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","23/10/2024","23/10/2024","18:00","20:00","Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","22/10/2024","22/10/2024","18:00","20:00","Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","12/01/2024","12/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","11/01/2024","11/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","06/01/2024","06/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","13/01/2024","13/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","20/01/2024","20/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","19/01/2024","19/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","18/01/2024","18/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","21/12/2023","21/12/2023",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","16/12/2023","16/12/2023",,,"Yes"
"In Stitches Comedy Club","Event","In Stitches Comedy Club brings the best renowned comedians to our stage, with live comedy shows on Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays & Sundays. We offer a wild variety of shows, from free shows to paid shows also offering special drink deals and ticket deals daily.

We have hosted the some of the biggest and best comedians such as Mark Normand, Dave Hill, David McSavage, Foil, Arms and Hog, Emma Doran and more have performed on our stage. 

The comedy club is located in Peadar Kearney's Pub, know for its atmosphere with live traditional Irish music. Looking for a nice old Irish pub in the heat of Temple Bar Dublin with live music & comedy we are the place to be.

Door's open: 20:30 / Show starts 21:00","https://www.institchescomedy.com","https://www.institchescomedy.com","00353834170734","","Peadar Kearney's Pub - Cellar","64 Dame St, Temple Bar, Dublin, Dublin","Dublin","53.3442875","-6.265359699999999","No","15","31/12/2024","31/12/2024","18:00","20:00","Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","22/12/2023","22/12/2023",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","05/01/2024","05/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","04/01/2024","04/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","23/12/2023","23/12/2023",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","25/01/2024","25/01/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","16/02/2024","16/02/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","15/02/2024","15/02/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","10/02/2024","10/02/2024",,,"Yes"
"James Joyce Walking Tour","Event","The James Joyce Centre offers two public walking tours of the city based on Joyce’s life and work: Introducing Joyce's Dublin and Footsteps of Leopold Bloom.

Though Joyce lived most of his life outside of Ireland, Dublin would provide the backdrop for virtually all of his work. On a stroll around the inner city, our guide will explain the real-life inspiration behind some of Joyce’s most celebrated writing, demonstrating just how central the streetscape of the ‘Hibernian metropolis’ was to the author’s life and art. The tour visits such stops as Belvedere College, the Gresham Hotel, the James Joyce Statue, Davy Byrnes, and the National Library.

This is an excellent and fun introduction to Joyce in a bustling part of the city.","https://jamesjoyce.ie/events/walking-tours/","https://jamesjoyce.ie/book-a-walking-tour/","0035318788547","0035318788547","James Joyce Centre","35 N Great George's St, Rotunda, Dublin","Dublin","53.3541941","-6.259980499999998","No","20","17/02/2024","17/02/2024",,,"Yes"
